text,createTime,createTimeISO,isAd,profileUrl,musicName,musicId,webVideoUrl,duration,diggCount,shareCount,playCount,collectCount,commentCount,hashtags,isSlideshow,isSponsored,kol_username,ttSeller,commerceUser,is_trending,emoji_count,hashtag_count,word_count_no_emoji_hashtag,early_morning,morning,afternoon,evening,late_night,is_weekend,is_pinned
"🌱 Sáng sữa hạt, tối skincare – lối sống gen Z là đây! 💚🧴 @Grainé - Sữa Hạt 🌱 
#grainesuahat #eatclean #lifestyle #beautytok #healthy ",2025-06-10 18:54:20,10/06/2025,False,https://www.tiktok.com/@imneyy,My Coffee,7423638253389121553,https://www.tiktok.com/@imneyy/video/7514287763437505800,75,1789,6,12900,77,2,", grainesuahat, eatclean, lifestyle, beautytok, healthy",False,False,imneyy,False,False,False,3,5,16,0,0,0,1,0,0,False
"Da mụn, da dầu gặp đúng người là hết quạo liền 👌☝️  
#svrvietnam #sebiaclear #thehechuyenda #beautytok #serum ",2025-06-10 10:45:23,10/06/2025,True,https://www.tiktok.com/@imneyy,Funk10583,7377892770763638820,https://www.tiktok.com/@imneyy/video/7514161752720887047,66,4478,60,574300,187,11,"svrvietnam, sebiaclear, thehechuyenda, beautytok, serum",False,False,imneyy,False,False,False,1,5,12,0,1,0,0,0,0,False
Chân ái cho mấy bà đang giảm cân mà vẫn muốn ăn vặt là đây 😌#SuachuaVinamilk #KetTuNetBung​ #Vinamilk​ #HoptacVinamilk ,2025-06-07 19:25:08,07/06/2025,False,https://www.tiktok.com/@imneyy,Lunch you make,7400969461970782225,https://www.tiktok.com/@imneyy/video/7513182446779747602,87,5678,9,23200,152,8,"suachuavinamilk, kettunetbung, vinamilk, hoptacvinamilk",False,False,imneyy,False,False,False,1,4,17,0,0,0,1,0,1,False
"Biển thì cho vitamin sea, còn RedApple cho da xịn mê ly 🍑🌊✨
#monskin #moncollagen #monredapple #beautytok ",2025-06-06 19:11:43,06/06/2025,False,https://www.tiktok.com/@imneyy,nhạc nền - ✨ Phi Yen Pham ✨,7512807939909520144,https://www.tiktok.com/@imneyy/video/7512807898930613512,51,2105,11,10600,79,4,"monskin, moncollagen, monredapple, beautytok",False,False,imneyy,False,False,False,1,4,12,0,0,0,1,0,0,False
"Câu trả lời của tui là KHÔNGGG ❗️ Da tới đâu là kem chống nắng phải đến đấy nha 👌 #larocheposaypartner #anthelios
#longchauconnect #fptlongchau #longchau #beautytok ",2025-06-06 11:06:08,06/06/2025,True,https://www.tiktok.com/@imneyy,Coffee Dream,7411366123516545041,https://www.tiktok.com/@imneyy/video/7512682777133714695,44,4513,15,19900,143,3,"larocheposaypartner, anthelios, longchauconnect, fptlongchau, longchau, beautytok",False,False,imneyy,False,False,False,2,6,19,0,1,0,0,0,0,False
"Tẩy da chết triệu view nè ☝️ Sáng hơn thấy rõ nha ✨ 
#caryophy #caryophyvietnam #skincareroutine #beautytok ",2025-06-05 19:03:22,05/06/2025,False,https://www.tiktok.com/@imneyy,lazy,7433000708435086081,https://www.tiktok.com/@imneyy/video/7512434665710472455,49,1823,7,13900,116,3,"caryophy, caryophyvietnam, skincareroutine, beautytok",False,False,imneyy,False,False,False,2,4,12,0,0,0,1,0,0,False
"tập thì nhẹ mà đổ mồ hôi như đúng rồi luôn 😓

#imneyy ",2025-06-04 17:13:00,04/06/2025,False,https://www.tiktok.com/@imneyy,KATUKA,7384542993801398288,https://www.tiktok.com/@imneyy/video/7512035131574570258,15,397,3,5672,30,2,imneyy,False,False,imneyy,False,False,False,1,1,11,0,0,1,0,0,0,False
"👕✨ Quần áo phẳng phiu, thần thái lên level – tất cả nhờ bàn ủi hiện đại, tiết kiệm thời gian nhưng vẫn chuẩn chỉnh từng nếp gấp @Philips Home Living Vietnam @H&M 
#imneyy #BanUiPhilips #AIS8540 #AIS6020 #STH5000",2025-06-03 20:03:39,03/06/2025,False,https://www.tiktok.com/@imneyy,Whisper of Peace,7432017920777226241,https://www.tiktok.com/@imneyy/video/7511708025099504904,54,1581,6,13800,33,4,", , imneyy, banuiphilips, ais8540, ais6020, sth5000",False,False,imneyy,False,False,False,1,5,32,0,0,0,1,0,0,False
"Không cần đong, không lo lãng phí, không xách nặng mà vẫn thơm ngát 🌸 Tui duyệt ẻm 10/10 rồi 😙 

#omo #viengiat #viengiatomomatic3trong1tienloi #nengonsieusucmanhgiatgiu #trong1buocthay #HopTacCungUnilever",2025-06-03 10:50:50,03/06/2025,True,https://www.tiktok.com/@imneyy,Coffee Dream,7411366123516545041,https://www.tiktok.com/@imneyy/video/7511565564834368776,51,1287,39,946700,116,8,"omo, viengiat, viengiatomomatic3trong1tienloi, nengonsieusucmanhgiatgiu, trong1buocthay, hoptaccungunilever",False,False,imneyy,False,False,False,2,6,19,0,1,0,0,0,0,False
"Sạch sâu chuẩn nha khoa, tiết kiệm thời gian tối đa cho người bận rộn luôn nha 😉 
#imneyy #banchaidien #chamsocrangmieng ",2025-06-02 21:27:49,02/06/2025,True,https://www.tiktok.com/@imneyy,Bossa Nova Brazil,7375566788933978113,https://www.tiktok.com/@imneyy/video/7511358629296098567,83,253,4,36000,18,3,"imneyy, banchaidien, chamsocrangmieng",False,False,imneyy,False,False,False,1,3,17,0,0,0,1,0,0,False
